date,product_id,price,quantity_sold,channel,region,ad_spend
2023-01-04,SMART_WATCH,4711.33,24,Amazon,South,6917.14
2023-01-05,FITNESS_BAND,3008.98,5,Own_Website,North,3747.19
2023-01-05,FITNESS_BAND,3145.31,8,Flipkart,South,1588.17
2023-01-05,FITNESS_BAND,2932.05,18,Amazon,South,3902.17
2023-01-05,YOGA_MAT,1506.42,4,Own_Website,West,1232.18
2023-01-05,YOGA_MAT,1554.38,14,Flipkart,South,1836.29
2023-01-05,YOGA_MAT,1436.65,22,Amazon,North,2018.98
2023-01-05,SMART_WATCH,4424.97,4,Own_Website,West,4005.87
2023-01-05,SMART_WATCH,4559.05,7,Flipkart,East,2744.72
2023-01-05,CRICKET_JERSEY,1243.15,10,Flipkart,North,875.33
2023-01-05,CRICKET_JERSEY,1190.96,8,Amazon,West,707.14
2023-01-05,PRO_RUN_SHOES,2392.81,4,Own_Website,North,2070.31
2023-01-05,PRO_RUN_SHOES,2532.7,18,Flipkart,East,3978.5
2023-01-05,PRO_RUN_SHOES,2421.05,24,Amazon,North,3703.36
2023-01-05,SMART_WATCH,4394.36,21,Amazon,South,5482.96
2023-01-06,SMART_WATCH,4643.54,3,Own_Website,North,2791.81
2023-01-06,FITNESS_BAND,3145.56,6,Own_Website,North,3937.76
2023-01-06,FITNESS_BAND,3130.02,13,Flipkart,East,3082.42
2023-01-06,FITNESS_BAND,2976.65,16,Amazon,East,3332.04
2023-01-06,YOGA_MAT,1438.61,8,Flipkart,West,741.55
2023-01-06,YOGA_MAT,1472.38,14,Amazon,North,1166.1
2023-01-06,SMART_WATCH,4553.01,8,Flipkart,East,2437.63
2023-01-06,YOGA_MAT,1500.29,4,Own_Website,East,1423.96
2023-01-06,CRICKET_JERSEY,1150.1,1,Own_Website,South,267.41
2023-01-06,PRO_RUN_SHOES,2414.11,29,Amazon,North,5658.46
2023-01-06,PRO_RUN_SHOES,2383.06,22,Flipkart,South,4581.94
2023-01-06,PRO_RUN_SHOES,2493.08,4,Own_Website,South,2465.72
2023-01-06,SMART_WATCH,4443.19,10,Amazon,South,2743.78
2023-01-06,CRICKET_JERSEY,1235.99,18,Amazon,South,1102.01
2023-01-06,CRICKET_JERSEY,1257.16,3,Flipkart,North,292.99
2023-01-07,FITNESS_BAND,2915.71,13,Flipkart,West,3140.31
2023-01-07,FITNESS_BAND,3069.46,34,Amazon,East,6931.85
2023-01-07,YOGA_MAT,1526.61,3,Own_Website,West,1111.17
2023-01-07,YOGA_MAT,1433.46,21,Flipkart,West,2399.2
2023-01-07,YOGA_MAT,1439.51,38,Amazon,North,3511.86
2023-01-07,SMART_WATCH,4310.05,3,Own_Website,North,2958.13
2023-01-07,SMART_WATCH,4567.71,11,Flipkart,North,3968.37
2023-01-07,FITNESS_BAND,2910.25,2,Own_Website,North,1300.04
2023-01-07,CRICKET_JERSEY,1172.13,2,Own_Website,West,535.19
2023-01-07,CRICKET_JERSEY,1220.57,15,Flipkart,South,1479.5
2023-01-07,CRICKET_JERSEY,1154.2,18,Amazon,South,1475.09
2023-01-07,PRO_RUN_SHOES,2395.36,5,Own_Website,East,2685.32
2023-01-07,PRO_RUN_SHOES,2596.71,27,Flipkart,North,4385.73
2023-01-07,PRO_RUN_SHOES,2565.46,39,Amazon,North,5174.97
2023-01-07,SMART_WATCH,4473.31,18,Amazon,West,4839.2
2023-01-08,FITNESS_BAND,3076.16,3,Own_Website,West,1856.64
2023-01-08,FITNESS_BAND,2871.09,22,Flipkart,South,4498.1
2023-01-08,FITNESS_BAND,3004.54,40,Amazon,West,6833.76
2023-01-08,YOGA_MAT,1443.69,3,Own_Website,South,1118.66
2023-01-08,YOGA_MAT,1488.17,15,Flipkart,South,1592.03
2023-01-08,YOGA_MAT,1438.28,31,Amazon,South,3466.97
2023-01-08,SMART_WATCH,4684.01,2,Own_Website,West,2076.4
2023-01-08,SMART_WATCH,4484.83,8,Flipkart,West,2351.99
2023-01-08,CRICKET_JERSEY,1238.29,6,Own_Website,West,1550.93
2023-01-08,CRICKET_JERSEY,1218.22,7,Flipkart,North,711.3
2023-01-08,CRICKET_JERSEY,1205.57,15,Amazon,South,1326.25
2023-01-08,PRO_RUN_SHOES,2411.35,32,Flipkart,West,4991.61
2023-01-08,PRO_RUN_SHOES,2553.32,42,Amazon,West,6122.35
2023-01-08,SMART_WATCH,4313.96,18,Amazon,West,4242.92
2023-01-08,PRO_RUN_SHOES,2575.63,7,Own_Website,West,3699.7
2023-01-09,FITNESS_BAND,2960.43,8,Own_Website,West,5276.8
2023-01-09,SMART_WATCH,4366.05,4,Own_Website,South,3866.99
2023-01-09,FITNESS_BAND,3088.52,24,Flipkart,East,6320.22
2023-01-09,FITNESS_BAND,3104.47,26,Amazon,East,5464.41
2023-01-09,YOGA_MAT,1494.88,7,Own_Website,South,2491.28
2023-01-09,YOGA_MAT,1430.62,7,Flipkart,North,895.53
2023-01-09,YOGA_MAT,1534.26,7,Amazon,South,618.4
2023-01-09,SMART_WATCH,4335.58,14,Flipkart,East,4224.47
2023-01-09,CRICKET_JERSEY,1206.99,4,Own_Website,North,1031.59
2023-01-09,CRICKET_JERSEY,1234.81,11,Flipkart,East,1032.71
2023-01-09,CRICKET_JERSEY,1224.48,11,Amazon,East,975.98
2023-01-09,PRO_RUN_SHOES,2587.83,2,Own_Website,South,1179.64
2023-01-09,PRO_RUN_SHOES,2385.29,15,Flipkart,North,3225.41
2023-01-09,PRO_RUN_SHOES,2461.75,37,Amazon,North,5188.91
2023-01-09,SMART_WATCH,4624.75,10,Amazon,North,3142.05
2023-01-10,FITNESS_BAND,3068.17,14,Flipkart,East,3490.67
2023-01-10,FITNESS_BAND,3063.42,23,Amazon,West,4011.66
2023-01-10,YOGA_MAT,1437.35,1,Own_Website,North,344.77
2023-01-10,YOGA_MAT,1492.21,10,Flipkart,South,1273.19
2023-01-10,YOGA_MAT,1463.0,22,Amazon,South,2603.91
2023-01-10,SMART_WATCH,4427.66,2,Own_Website,South,1855.16
2023-01-10,SMART_WATCH,4308.23,6,Flipkart,East,1761.47
2023-01-10,FITNESS_BAND,2850.85,4,Own_Website,South,2972.89
2023-01-10,CRICKET_JERSEY,1204.51,1,Own_Website,East,299.12
2023-01-10,CRICKET_JERSEY,1245.31,5,Flipkart,East,521.02
2023-01-10,CRICKET_JERSEY,1155.96,8,Amazon,South,700.7
2023-01-10,PRO_RUN_SHOES,2504.95,1,Own_Website,East,517.08
2023-01-10,PRO_RUN_SHOES,2532.88,18,Flipkart,East,2704.86
2023-01-10,PRO_RUN_SHOES,2422.49,30,Amazon,West,3782.89
2023-01-10,SMART_WATCH,4566.04,15,Amazon,North,3377.05
2023-01-11,FITNESS_BAND,3101.2,2,Own_Website,West,1334.07
2023-01-11,FITNESS_BAND,3048.51,22,Flipkart,South,4811.97
2023-01-11,FITNESS_BAND,2919.76,22,Amazon,North,5095.35
2023-01-11,YOGA_MAT,1473.86,4,Own_Website,North,1441.09
2023-01-11,YOGA_MAT,1523.16,17,Flipkart,East,2250.0
2023-01-11,YOGA_MAT,1552.3,33,Amazon,North,2912.73
2023-01-11,SMART_WATCH,4490.13,2,Own_Website,North,1864.88
2023-01-11,SMART_WATCH,4594.68,12,Flipkart,North,3394.19
2023-01-11,CRICKET_JERSEY,1206.32,3,Own_Website,North,815.3
2023-01-11,CRICKET_JERSEY,1235.28,12,Flipkart,West,1194.47
2023-01-11,CRICKET_JERSEY,1257.95,17,Amazon,North,1449.12
2023-01-11,PRO_RUN_SHOES,2599.38,8,Own_Website,South,4689.91
2023-01-11,PRO_RUN_SHOES,2518.79,13,Flipkart,North,2866.21
2023-01-11,PRO_RUN_SHOES,2542.75,15,Amazon,West,2716.98
2023-01-11,SMART_WATCH,4384.71,13,Amazon,South,4331.54
2023-01-12,YOGA_MAT,1564.68,14,Amazon,West,1137.51
2023-01-12,FITNESS_BAND,3141.15,4,Own_Website,West,2652.24
2023-01-12,FITNESS_BAND,3148.56,21,Flipkart,East,4458.07
2023-01-12,FITNESS_BAND,2859.74,43,Amazon,North,8547.22
2023-01-12,YOGA_MAT,1562.21,2,Own_Website,North,685.97
2023-01-12,YOGA_MAT,1426.83,9,Flipkart,North,1052.57
2023-01-12,SMART_WATCH,4635.12,4,Own_Website,East,3823.36
2023-01-12,CRICKET_JERSEY,1199.08,10,Flipkart,West,898.16
2023-01-12,SMART_WATCH,4690.74,18,Amazon,West,5466.16
2023-01-12,CRICKET_JERSEY,1258.62,1,Own_Website,East,256.93
2023-01-12,SMART_WATCH,4600.35,16,Flipkart,North,6105.8
2023-01-12,CRICKET_JERSEY,1142.53,13,Amazon,West,889.27
2023-01-12,PRO_RUN_SHOES,2550.85,6,Own_Website,West,3560.81
2023-01-12,PRO_RUN_SHOES,2608.42,29,Flipkart,West,6468.93
2023-01-12,PRO_RUN_SHOES,2460.07,40,Amazon,West,7531.57
2023-01-13,FITNESS_BAND,3024.58,2,Own_Website,North,1201.33
2023-01-13,FITNESS_BAND,3103.45,10,Flipkart,East,1883.21
2023-01-13,FITNESS_BAND,3036.14,17,Amazon,East,2894.37
2023-01-13,YOGA_MAT,1463.1,3,Own_Website,East,1074.34
2023-01-13,YOGA_MAT,1548.57,10,Flipkart,South,1302.09
2023-01-13,YOGA_MAT,1445.28,16,Amazon,West,1458.52
2023-01-13,SMART_WATCH,4392.75,5,Own_Website,West,5206.46
2023-01-13,SMART_WATCH,4631.72,8,Flipkart,North,2366.54
2023-01-13,SMART_WATCH,4613.38,16,Amazon,North,5431.53
2023-01-13,CRICKET_JERSEY,1188.25,2,Own_Website,East,556.82
2023-01-13,CRICKET_JERSEY,1210.64,14,Flipkart,South,1378.27
2023-01-13,CRICKET_JERSEY,1149.81,15,Amazon,East,1246.94
2023-01-13,PRO_RUN_SHOES,2375.19,4,Own_Website,South,2271.55
2023-01-13,PRO_RUN_SHOES,2423.05,20,Flipkart,North,3997.86
2023-01-13,PRO_RUN_SHOES,2412.93,30,Amazon,North,4535.16
2023-01-14,FITNESS_BAND,2879.67,24,Flipkart,North,5299.42
2023-01-14,FITNESS_BAND,2977.5,30,Amazon,West,5934.46
2023-01-14,YOGA_MAT,1516.16,2,Own_Website,North,711.16
2023-01-14,YOGA_MAT,1509.99,10,Flipkart,North,910.93
2023-01-14,YOGA_MAT,1507.31,21,Amazon,North,1975.94
2023-01-14,SMART_WATCH,4322.18,6,Own_Website,East,6126.5
2023-01-14,SMART_WATCH,4517.0,18,Flipkart,North,7257.44
2023-01-14,FITNESS_BAND,2906.77,8,Own_Website,West,5094.19
2023-01-14,CRICKET_JERSEY,1160.41,2,Own_Website,West,541.53
2023-01-14,CRICKET_JERSEY,1229.35,7,Flipkart,North,589.11
2023-01-14,CRICKET_JERSEY,1178.66,16,Amazon,North,1154.34
2023-01-14,PRO_RUN_SHOES,2616.45,9,Own_Website,North,5126.34
2023-01-14,PRO_RUN_SHOES,2581.7,29,Flipkart,South,4858.44
2023-01-14,PRO_RUN_SHOES,2547.28,39,Amazon,North,6886.88
2023-01-14,SMART_WATCH,4456.99,26,Amazon,West,8146.67
2023-01-15,FITNESS_BAND,2886.85,20,Flipkart,West,5070.41
2023-01-15,FITNESS_BAND,2851.77,41,Amazon,West,8436.45
2023-01-15,YOGA_MAT,1501.28,2,Own_Website,East,617.35
2023-01-15,YOGA_MAT,1452.66,25,Flipkart,North,2980.23
2023-01-15,YOGA_MAT,1465.72,24,Amazon,North,2266.89
2023-01-15,SMART_WATCH,4606.19,5,Own_Website,North,4558.86
2023-01-15,SMART_WATCH,4307.92,19,Flipkart,East,7007.56
2023-01-15,FITNESS_BAND,3067.03,5,Own_Website,South,3580.46
2023-01-15,CRICKET_JERSEY,1170.34,1,Own_Website,West,283.26
2023-01-15,CRICKET_JERSEY,1201.47,11,Flipkart,East,848.95
2023-01-15,CRICKET_JERSEY,1243.74,19,Amazon,East,1387.93
2023-01-15,PRO_RUN_SHOES,2517.18,7,Own_Website,West,4233.98
2023-01-15,PRO_RUN_SHOES,2475.29,13,Flipkart,East,2536.81
2023-01-15,PRO_RUN_SHOES,2543.74,21,Amazon,North,3272.0
2023-01-15,SMART_WATCH,4527.45,32,Amazon,South,10273.32
2023-01-16,FITNESS_BAND,2896.78,5,Own_Website,North,3622.53
2023-01-16,FITNESS_BAND,3031.12,11,Flipkart,East,2210.25
2023-01-16,FITNESS_BAND,2916.71,17,Amazon,West,3190.43
2023-01-16,YOGA_MAT,1491.79,4,Own_Website,West,1462.63
2023-01-16,YOGA_MAT,1547.98,16,Flipkart,East,1883.33
2023-01-16,YOGA_MAT,1553.2,18,Amazon,North,1841.14
2023-01-16,SMART_WATCH,4568.84,1,Own_Website,North,1071.62
2023-01-16,SMART_WATCH,4719.28,16,Flipkart,East,5555.48
2023-01-16,CRICKET_JERSEY,1247.05,4,Own_Website,East,1012.45
2023-01-16,CRICKET_JERSEY,1176.66,8,Flipkart,East,730.35
2023-01-16,CRICKET_JERSEY,1207.71,15,Amazon,West,1276.64
2023-01-16,PRO_RUN_SHOES,2571.53,2,Own_Website,North,1090.48
2023-01-16,PRO_RUN_SHOES,2445.78,18,Flipkart,North,2998.54
2023-01-16,PRO_RUN_SHOES,2531.86,20,Amazon,North,2600.76
2023-01-16,SMART_WATCH,4659.81,23,Amazon,South,8207.79
2023-01-17,SMART_WATCH,4288.37,2,Own_Website,West,2029.48
2023-01-17,FITNESS_BAND,2933.75,23,Flipkart,North,4773.85
2023-01-17,FITNESS_BAND,3026.27,41,Amazon,North,8357.71
2023-01-17,YOGA_MAT,1521.35,5,Own_Website,South,1794.14
2023-01-17,YOGA_MAT,1524.46,11,Flipkart,North,1070.0
2023-01-17,YOGA_MAT,1519.5,21,Amazon,North,2193.75
2023-01-17,SMART_WATCH,4590.12,14,Flipkart,West,5019.2
2023-01-17,FITNESS_BAND,3086.64,5,Own_Website,West,3511.38
2023-01-17,CRICKET_JERSEY,1215.99,2,Own_Website,West,527.3
2023-01-17,PRO_RUN_SHOES,2391.51,32,Amazon,South,6040.88
2023-01-17,PRO_RUN_SHOES,2396.9,17,Flipkart,North,2869.15
2023-01-17,SMART_WATCH,4619.47,16,Amazon,North,3693.35
2023-01-17,CRICKET_JERSEY,1154.9,16,Amazon,West,1426.61
2023-01-17,CRICKET_JERSEY,1179.93,13,Flipkart,North,1376.98
2023-01-17,PRO_RUN_SHOES,2592.55,4,Own_Website,East,2490.93
2023-01-18,FITNESS_BAND,3089.93,17,Flipkart,North,4471.15
2023-01-18,FITNESS_BAND,2882.42,37,Amazon,South,8797.46
2023-01-18,YOGA_MAT,1544.19,2,Own_Website,North,741.53
2023-01-18,YOGA_MAT,1543.14,16,Flipkart,West,1847.93
2023-01-18,YOGA_MAT,1434.39,33,Amazon,West,3003.22
2023-01-18,SMART_WATCH,4514.59,2,Own_Website,East,1942.59
2023-01-18,SMART_WATCH,4474.52,8,Flipkart,North,2487.63
2023-01-18,FITNESS_BAND,2986.11,4,Own_Website,East,2986.98
2023-01-18,CRICKET_JERSEY,1252.77,4,Own_Website,West,1062.03
2023-01-18,CRICKET_JERSEY,1159.54,12,Flipkart,South,1294.87
2023-01-18,CRICKET_JERSEY,1203.19,13,Amazon,West,930.61
2023-01-18,PRO_RUN_SHOES,2384.25,5,Own_Website,East,2661.5
2023-01-18,PRO_RUN_SHOES,2548.92,17,Flipkart,West,3001.95
2023-01-18,PRO_RUN_SHOES,2569.01,21,Amazon,East,3865.27
2023-01-18,SMART_WATCH,4666.55,26,Amazon,South,7059.62
2023-01-19,FITNESS_BAND,2939.81,3,Own_Website,West,1992.92
2023-01-19,FITNESS_BAND,3090.29,26,Flipkart,South,6165.07
2023-01-19,FITNESS_BAND,2857.07,32,Amazon,North,5196.12
2023-01-19,YOGA_MAT,1430.0,8,Own_Website,North,2970.35
2023-01-19,YOGA_MAT,1465.82,9,Flipkart,West,1206.72
2023-01-19,YOGA_MAT,1536.17,19,Amazon,East,2193.72
2023-01-19,SMART_WATCH,4648.19,5,Own_Website,North,4564.72
2023-01-19,SMART_WATCH,4381.22,13,Flipkart,North,4368.07
2023-01-19,CRICKET_JERSEY,1161.83,2,Own_Website,South,503.94
2023-01-19,CRICKET_JERSEY,1149.37,10,Flipkart,North,880.28
2023-01-19,CRICKET_JERSEY,1256.04,14,Amazon,West,1212.93
2023-01-19,PRO_RUN_SHOES,2582.61,2,Own_Website,West,1164.62
2023-01-19,PRO_RUN_SHOES,2446.03,15,Amazon,North,2623.98
2023-01-19,SMART_WATCH,4629.33,17,Amazon,North,5088.35
2023-01-19,PRO_RUN_SHOES,2401.13,6,Flipkart,North,1088.06
2023-01-20,FITNESS_BAND,2957.98,8,Own_Website,North,4820.63
2023-01-20,SMART_WATCH,4691.59,3,Own_Website,North,3062.24
2023-01-20,FITNESS_BAND,3032.72,17,Flipkart,South,3922.38
2023-01-20,FITNESS_BAND,3128.52,18,Amazon,West,3458.36
2023-01-20,YOGA_MAT,1571.91,1,Own_Website,West,360.59
2023-01-20,YOGA_MAT,1441.41,11,Flipkart,West,1305.01
2023-01-20,YOGA_MAT,1533.59,16,Amazon,North,1699.26
2023-01-20,SMART_WATCH,4590.5,6,Flipkart,West,2043.29
2023-01-20,CRICKET_JERSEY,1176.84,3,Own_Website,East,748.05
2023-01-20,CRICKET_JERSEY,1174.98,13,Flipkart,West,1125.38
2023-01-20,CRICKET_JERSEY,1186.59,14,Amazon,East,1277.84
2023-01-20,PRO_RUN_SHOES,2555.91,1,Own_Website,North,592.41
2023-01-20,PRO_RUN_SHOES,2458.27,16,Flipkart,North,2987.54
2023-01-20,PRO_RUN_SHOES,2505.24,27,Amazon,North,4003.83
2023-01-20,SMART_WATCH,4717.32,16,Amazon,East,4985.7
2023-01-21,FITNESS_BAND,2996.9,14,Flipkart,West,3425.83
2023-01-21,FITNESS_BAND,2948.66,28,Amazon,East,6331.9
2023-01-21,YOGA_MAT,1570.09,4,Own_Website,North,1325.76
2023-01-21,YOGA_MAT,1478.58,8,Flipkart,South,732.26
2023-01-21,YOGA_MAT,1479.9,20,Amazon,North,1942.72
2023-01-21,SMART_WATCH,4428.47,3,Own_Website,West,3200.99
2023-01-21,SMART_WATCH,4548.48,16,Flipkart,East,6108.41
2023-01-21,FITNESS_BAND,3015.71,5,Own_Website,North,3376.21
2023-01-21,CRICKET_JERSEY,1232.54,4,Own_Website,West,1064.33
2023-01-21,CRICKET_JERSEY,1192.79,9,Flipkart,North,693.66
2023-01-21,CRICKET_JERSEY,1244.55,14,Amazon,South,995.0
2023-01-21,PRO_RUN_SHOES,2574.49,3,Own_Website,West,1517.92
2023-01-21,PRO_RUN_SHOES,2542.67,33,Flipkart,South,6760.13
2023-01-21,PRO_RUN_SHOES,2561.17,66,Amazon,East,11001.82
2023-01-21,SMART_WATCH,4472.15,28,Amazon,North,8665.62
2023-01-22,FITNESS_BAND,2911.83,4,Own_Website,North,2855.65
2023-01-22,FITNESS_BAND,3093.68,16,Flipkart,North,4163.43
2023-01-22,FITNESS_BAND,2993.46,25,Amazon,East,4323.74
2023-01-22,YOGA_MAT,1515.43,5,Own_Website,West,1547.51
2023-01-22,YOGA_MAT,1504.11,21,Flipkart,North,1947.78
2023-01-22,YOGA_MAT,1440.07,41,Amazon,East,4453.6
2023-01-22,SMART_WATCH,4561.94,3,Own_Website,East,3374.88
2023-01-22,SMART_WATCH,4471.91,8,Flipkart,East,2902.39
2023-01-22,CRICKET_JERSEY,1169.17,3,Own_Website,West,841.37
2023-01-22,CRICKET_JERSEY,1238.97,10,Flipkart,East,738.92
2023-01-22,CRICKET_JERSEY,1216.27,20,Amazon,North,1898.17
2023-01-22,PRO_RUN_SHOES,2378.09,4,Own_Website,North,2394.49
2023-01-22,PRO_RUN_SHOES,2524.19,18,Flipkart,West,3869.34
2023-01-22,PRO_RUN_SHOES,2476.62,28,Amazon,West,3540.94
2023-01-22,SMART_WATCH,4287.7,28,Amazon,South,8313.61
2023-01-23,SMART_WATCH,4561.25,11,Own_Website,West,10404.43
2023-01-23,FITNESS_BAND,2910.46,1,Own_Website,East,659.67
2023-01-23,FITNESS_BAND,2992.31,7,Flipkart,South,1414.66
2023-01-23,FITNESS_BAND,3129.21,14,Amazon,West,2219.74
2023-01-23,YOGA_MAT,1474.54,14,Flipkart,East,1347.32
2023-01-23,YOGA_MAT,1464.75,21,Amazon,North,2512.83
2023-01-23,SMART_WATCH,4369.33,15,Flipkart,North,5054.87
2023-01-23,YOGA_MAT,1516.8,5,Own_Website,East,1842.59
2023-01-23,CRICKET_JERSEY,1185.58,3,Own_Website,West,896.04
2023-01-23,CRICKET_JERSEY,1141.6,5,Flipkart,West,393.77
2023-01-23,CRICKET_JERSEY,1224.88,16,Amazon,North,1061.61
2023-01-23,SMART_WATCH,4647.92,22,Amazon,North,6801.3
2023-01-23,PRO_RUN_SHOES,2511.54,5,Own_Website,South,2984.74
2023-01-23,PRO_RUN_SHOES,2424.54,19,Flipkart,West,3497.84
2023-01-23,PRO_RUN_SHOES,2541.14,32,Amazon,East,5173.89
2023-01-24,FITNESS_BAND,3123.67,4,Own_Website,North,2770.99
2023-01-24,FITNESS_BAND,2932.49,20,Flipkart,West,4743.73
2023-01-24,FITNESS_BAND,2861.86,29,Amazon,East,6087.79
2023-01-24,YOGA_MAT,1496.65,3,Own_Website,North,995.23
2023-01-24,YOGA_MAT,1438.08,15,Flipkart,South,1800.6
2023-01-24,YOGA_MAT,1472.53,29,Amazon,West,2912.56
2023-01-24,SMART_WATCH,4349.89,7,Own_Website,South,7833.26
2023-01-24,SMART_WATCH,4295.56,19,Flipkart,North,5232.74
2023-01-24,SMART_WATCH,4517.86,27,Amazon,South,6687.47
2023-01-24,CRICKET_JERSEY,1249.78,6,Own_Website,West,1656.88
2023-01-24,CRICKET_JERSEY,1176.89,17,Flipkart,West,1827.6
2023-01-24,CRICKET_JERSEY,1215.27,13,Amazon,West,786.83
2023-01-24,PRO_RUN_SHOES,2464.08,11,Own_Website,North,6253.83
2023-01-24,PRO_RUN_SHOES,2554.89,16,Flipkart,West,3500.26
2023-01-24,PRO_RUN_SHOES,2382.31,38,Amazon,East,5048.69
2023-01-25,FITNESS_BAND,3018.31,17,Flipkart,West,3574.96
2023-01-25,FITNESS_BAND,3068.05,24,Amazon,East,3804.98
2023-01-25,YOGA_MAT,1545.61,2,Own_Website,South,737.4
2023-01-25,YOGA_MAT,1471.98,19,Flipkart,West,2563.69
2023-01-25,YOGA_MAT,1432.42,16,Amazon,West,1446.95
2023-01-25,SMART_WATCH,4715.09,2,Own_Website,West,2161.07
2023-01-25,SMART_WATCH,4477.61,8,Flipkart,South,2380.87
2023-01-25,FITNESS_BAND,3029.1,3,Own_Website,West,2243.69
2023-01-25,CRICKET_JERSEY,1140.34,2,Own_Website,North,520.57
2023-01-25,CRICKET_JERSEY,1200.2,7,Flipkart,South,725.59
2023-01-25,CRICKET_JERSEY,1237.42,14,Amazon,North,970.06
2023-01-25,PRO_RUN_SHOES,2490.89,4,Own_Website,South,2422.51
2023-01-25,PRO_RUN_SHOES,2531.03,23,Flipkart,East,3487.8
2023-01-25,PRO_RUN_SHOES,2419.24,28,Amazon,West,3994.58
2023-01-25,SMART_WATCH,4489.79,10,Amazon,East,2788.45
2023-01-26,FITNESS_BAND,2931.98,14,Flipkart,North,3670.48
2023-01-26,FITNESS_BAND,3128.36,20,Amazon,West,4190.18
2023-01-26,YOGA_MAT,1542.84,5,Own_Website,North,1627.96
